fps,memory,renderTime,timestamp,userAgent,id,time_seconds
27,387.3285484313965,44.100000001490116,2025-09-11 19:19:27.507000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369020ockvrk05y,14.092
27,387.3285484313965,40.40000000037253,2025-09-11 19:19:27.555000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",17576183690288hp1heiws,14.14
27,387.3285484313965,41.90000000037253,2025-09-11 19:19:27.606000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369031y3t4lndon,14.191
22,383.74480056762695,41.90000000037253,2025-09-11 19:19:27.615000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369033pjbub06bx,14.2
22,383.74480056762695,44.69999999925494,2025-09-11 19:19:27.660000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369035t275kdj03,14.245
22,383.74480056762695,42.5,2025-09-11 19:19:27.711000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369037fgp3k30qz,14.296
22,383.74480056762695,45.80000000074506,2025-09-11 19:19:27.765000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369040y3yxtn17r,14.35
22,383.74480056762695,44.5,2025-09-11 19:19:27.818000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369048o7z78g9qe,14.403
22,383.74480056762695,44.5,2025-09-11 19:19:27.867000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369051lshx9xy9y,14.452
22,383.74480056762695,47.5,2025-09-11 19:19:27.924000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369054rdq3gb6b4,14.509
22,383.74480056762695,42.70000000111759,2025-09-11 19:19:27.973000+00:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/139.0.0.0 Safari/537.36",1757618369056d14rcin71,14.558
